label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.5410963892936707,0.9378277063369751,5.099831223986939e-09,0.5523232817649841,0.7552454471588135,0.038636043667793274,0.6023589372634888,0.5622481107711792,0.005334673915058374,0.6495859026908875,0.43690425157546997,-0.032276201993227005,0.6715195178985596,0.40676435828208923,-0.06523112952709198,0.5809769630432129,0.5391892194747925,-0.13188260793685913,0.7506126165390015,0.4883807897567749,-0.15622052550315857,0.7342417240142822,0.548708438873291,-0.1306733340024948,0.684610903263092,0.5755509734153748,-0.11451862752437592,0.589979887008667,0.6612169146537781,-0.1787567287683487,0.7760045528411865,0.6148506999015808,-0.19887156784534454,0.7510457634925842,0.6635397672653198,-0.14286786317825317,0.7007783651351929,0.6859250068664551,-0.10860271006822586,0.6133714914321899,0.7937511801719666,-0.21104711294174194,0.7859041690826416,0.7367290258407593,-0.2128744274377823,0.7567422389984131,0.7762007117271423,-0.1355956494808197,0.7018775343894958,0.7922303080558777,-0.08964086323976517,0.6426182985305786,0.9158827066421509,-0.24078810214996338,0.7768276929855347,0.856549084186554,-0.23319557309150696,0.7499642372131348,0.880135178565979,-0.18033477663993835,0.7024087309837341,0.8993149995803833,-0.14468136429786682
0,0.5208384394645691,0.9875068664550781,6.324401002899549e-09,0.5229406952857971,0.7985744476318359,0.033912040293216705,0.5749368071556091,0.59709632396698,-0.0032394644804298878,0.6197048425674438,0.4607071280479431,-0.04458750784397125,0.6293613314628601,0.4059807062149048,-0.08120009303092957,0.5348986387252808,0.5627360343933105,-0.1327999085187912,0.7054566144943237,0.49178093671798706,-0.16622702777385712,0.6963039040565491,0.5804537534713745,-0.15322409570217133,0.6522301435470581,0.6276494264602661,-0.14771629869937897,0.5444985628128052,0.6886888146400452,-0.1828719973564148,0.7397884726524353,0.6311060786247253,-0.21855899691581726,0.7142618894577026,0.7005000114440918,-0.1778101921081543,0.6653599739074707,0.727982223033905,-0.15471357107162476,0.5697693824768066,0.8258270025253296,-0.2186678946018219,0.751004695892334,0.7584536671638489,-0.23133522272109985,0.7193087339401245,0.8176199197769165,-0.16207978129386902,0.6644919514656067,0.8400685787200928,-0.12265294790267944,0.601560115814209,0.9530496597290039,-0.2525273859500885,0.7423955202102661,0.889304518699646,-0.25173816084861755,0.7131137251853943,0.9236895442008972,-0.20369012653827667,0.6650030612945557,0.9412896633148193,-0.1728622317314148
0,0.5192148685455322,0.9781590700149536,4.620506643959743e-09,0.5292946100234985,0.7841052412986755,0.03507666662335396,0.578190267086029,0.5858526825904846,-0.004251170437783003,0.6224002242088318,0.46078890562057495,-0.047418370842933655,0.6355273723602295,0.42174991965293884,-0.0849989727139473,0.5366153120994568,0.5443934202194214,-0.14160868525505066,0.7045149207115173,0.4845513105392456,-0.17817141115665436,0.69851154088974,0.5663695335388184,-0.16334480047225952,0.6550033688545227,0.608815610408783,-0.15480250120162964,0.5439829230308533,0.6693347692489624,-0.1917138695716858,0.7377475500106812,0.6206136345863342,-0.22740915417671204,0.7152952551841736,0.6897237300872803,-0.17897257208824158,0.6647815704345703,0.7137371897697449,-0.14962966740131378,0.5672289133071899,0.8076075315475464,-0.2276991754770279,0.7478801012039185,0.7512706518173218,-0.24005597829818726,0.7192906141281128,0.8072205781936646,-0.16333746910095215,0.6627784967422485,0.8223994970321655,-0.11805598437786102,0.5978065133094788,0.9355954527854919,-0.2618122696876526,0.73976069688797,0.8796837329864502,-0.2586683928966522,0.7125153541564941,0.9116842746734619,-0.20568755269050598,0.662800133228302,0.9254974126815796,-0.1709863543510437
0,0.5142595767974854,0.9444854855537415,3.1263092115096924e-09,0.5250263810157776,0.7509524822235107,0.030825911089777946,0.5778827667236328,0.5590177774429321,-0.00795796699821949,0.6243546009063721,0.4376184046268463,-0.05010747164487839,0.6365587711334229,0.3955082297325134,-0.08723018318414688,0.5482015609741211,0.5224354267120361,-0.13547839224338531,0.7174431681632996,0.479589581489563,-0.1726500540971756,0.7079278230667114,0.5554001331329346,-0.16235893964767456,0.6642302870750427,0.5948832035064697,-0.15731288492679596,0.5564514994621277,0.6458583474159241,-0.18381425738334656,0.7495619654655457,0.6179272532463074,-0.22017927467823029,0.7214410901069641,0.6810584664344788,-0.17908719182014465,0.6700502634048462,0.7017183303833008,-0.15582963824272156,0.5770432949066162,0.7835355401039124,-0.21877363324165344,0.7568153142929077,0.7429555654525757,-0.23149438202381134,0.7230432033538818,0.7952088117599487,-0.1618213802576065,0.6664326190948486,0.8082164525985718,-0.12242494523525238,0.6038739681243896,0.9122618436813354,-0.2524013817310333,0.7460168600082397,0.8672643899917603,-0.25092440843582153,0.7142952680587769,0.8930506706237793,-0.20295634865760803,0.6631746888160706,0.9017012119293213,-0.17241321504116058
0,0.5376014709472656,0.8872775435447693,3.581420049414419e-09,0.5619640350341797,0.6970471739768982,0.043053098022937775,0.6163267493247986,0.5182943344116211,0.01776154525578022,0.6725379228591919,0.4188997149467468,-0.012837518006563187,0.7107037901878357,0.42070549726486206,-0.03985770791769028,0.6309397220611572,0.5161581039428711,-0.11125865578651428,0.7931867241859436,0.5007161498069763,-0.12686361372470856,0.7666096091270447,0.5412557125091553,-0.10095091909170151,0.7131736874580383,0.5509123802185059,-0.08487030118703842,0.6447392106056213,0.6457085609436035,-0.1548784077167511,0.8115155696868896,0.6206920146942139,-0.17079700529575348,0.7804257273674011,0.6454823613166809,-0.12194915115833282,0.7294795513153076,0.6579947471618652,-0.09145794808864594,0.6637393236160278,0.7787375450134277,-0.1829098016023636,0.814350962638855,0.7371676564216614,-0.17806567251682281,0.7805138230323792,0.7591266632080078,-0.10692639648914337,0.7280589938163757,0.7681796550750732,-0.06535375863313675,0.6832546591758728,0.9001823663711548,-0.2081814408302307,0.8016881942749023,0.8486377596855164,-0.19321337342262268,0.7722530961036682,0.8583105206489563,-0.14226728677749634,0.7273319363594055,0.8700542449951172,-0.108847975730896
0,0.5489984750747681,0.8806341886520386,3.5263776343441577e-09,0.571456789970398,0.6834975481033325,0.04141711816191673,0.6227535605430603,0.5045627355575562,0.019640764221549034,0.6799995303153992,0.4064306914806366,-0.007218803744763136,0.7236700057983398,0.41696611046791077,-0.030858783051371574,0.6558641195297241,0.5181853175163269,-0.10300853103399277,0.8110448718070984,0.5111333727836609,-0.11427635699510574,0.7844167947769165,0.5361608266830444,-0.08403988927602768,0.7346928715705872,0.5392211675643921,-0.06291553378105164,0.6746801137924194,0.6529353260993958,-0.1401606649160385,0.8337207436561584,0.6295917630195618,-0.1514628380537033,0.797391951084137,0.6447474956512451,-0.09940103441476822,0.7439969778060913,0.6584545969963074,-0.0636349767446518,0.6927222609519958,0.7857416868209839,-0.1624809205532074,0.8322715163230896,0.7435855269432068,-0.15337124466896057,0.7959083318710327,0.7577939629554749,-0.0817914679646492,0.746306836605072,0.7701159119606018,-0.037404295057058334,0.7077071666717529,0.9051065444946289,-0.18228386342525482,0.8149674534797668,0.8498828411102295,-0.16197718679904938,0.783786416053772,0.8593810200691223,-0.1093590036034584,0.7422954440116882,0.879108190536499,-0.07298038899898529
0,0.5583279132843018,0.8560016751289368,4.349397730862847e-09,0.5808612108230591,0.6627588868141174,0.0422038771212101,0.6281446814537048,0.4938812255859375,0.023643672466278076,0.6842361092567444,0.40474894642829895,-0.0017921550897881389,0.7305606007575989,0.4224094748497009,-0.023983320221304893,0.6754270792007446,0.5015091896057129,-0.08005807548761368,0.8172897696495056,0.5110319256782532,-0.0868477001786232,0.7860996127128601,0.5448081493377686,-0.057634204626083374,0.7338755130767822,0.5474326014518738,-0.03786579146981239,0.6953845620155334,0.6319778561592102,-0.11676406860351562,0.8381898999214172,0.6239154934883118,-0.1251148134469986,0.8005353808403015,0.646569550037384,-0.07922778278589249,0.747714638710022,0.6567307710647583,-0.047669753432273865,0.7119451761245728,0.7625124454498291,-0.14007683098316193,0.8339782953262329,0.7349511981010437,-0.12931860983371735,0.7961795926094055,0.7561988234519958,-0.06587054580450058,0.7468972206115723,0.7643671631813049,-0.02700788341462612,0.7238308191299438,0.8812591433525085,-0.16103868186473846,0.8128873705863953,0.8419840931892395,-0.13789771497249603,0.7780385613441467,0.8576849699020386,-0.0892644003033638,0.7363092303276062,0.8727385997772217,-0.056370362639427185
0,0.5649363994598389,0.8243103623390198,4.164206313106433e-09,0.5828943252563477,0.6279747486114502,0.050212662667036057,0.6257472038269043,0.47450026869773865,0.0531759038567543,0.6815669536590576,0.3952791094779968,0.047863446176052094,0.7251479029655457,0.4223260283470154,0.04524006322026253,0.7007714509963989,0.4670295715332031,-0.013859150931239128,0.8048150539398193,0.4762481153011322,0.004880315624177456,0.7804862856864929,0.5179927349090576,0.038679059594869614,0.7389220595359802,0.5309774279594421,0.05937967821955681,0.7291086912155151,0.5857197046279907,-0.04434185102581978,0.8273255825042725,0.5827853083610535,-0.02259744517505169,0.7964507341384888,0.615024209022522,0.018130647018551826,0.7539294362068176,0.6299372315406799,0.04263182356953621,0.7466362714767456,0.7097359895706177,-0.06419986486434937,0.8271195292472839,0.689456582069397,-0.03163989633321762,0.794907808303833,0.7169266939163208,0.014701704494655132,0.7553002238273621,0.7290048599243164,0.03878620266914368,0.7553503513336182,0.8251323103904724,-0.08121292293071747,0.8072300553321838,0.7907202839851379,-0.04440862685441971,0.7772876024246216,0.8089845180511475,-0.006578132510185242,0.7453455328941345,0.8236182332038879,0.016349853947758675
0,0.5685903429985046,0.8284652233123779,4.861712810111385e-09,0.5820674896240234,0.6293898224830627,0.05362177640199661,0.6236559152603149,0.4773370325565338,0.06448347866535187,0.6787934303283691,0.3968055844306946,0.06712531298398972,0.7214159965515137,0.42235150933265686,0.07238830626010895,0.7069581747055054,0.4687759578227997,0.00421828543767333,0.805096447467804,0.47594791650772095,0.032457977533340454,0.7816810607910156,0.5186883211135864,0.06957615911960602,0.7425109148025513,0.5330870151519775,0.09165599942207336,0.7375714182853699,0.5822414755821228,-0.023709364235401154,0.8267690539360046,0.5783287286758423,0.008434385992586613,0.7995078563690186,0.6100839972496033,0.04880300164222717,0.760366678237915,0.6263826489448547,0.0718323290348053,0.7561211585998535,0.702491819858551,-0.04112550616264343,0.8247542381286621,0.6826794743537903,-0.0005411984748207033,0.7948970198631287,0.7096200585365295,0.04159409552812576,0.7582346796989441,0.7209707498550415,0.06185535714030266,0.7656710147857666,0.8151192665100098,-0.055332232266664505,0.8061426281929016,0.7794697284698486,-0.013782205991446972,0.777775228023529,0.7979466915130615,0.021153442561626434,0.7480607628822327,0.8124881982803345,0.04153801500797272
0,0.5709840059280396,0.8296201229095459,4.77767114759331e-09,0.5828126668930054,0.6295866370201111,0.0555717870593071,0.6231677532196045,0.48313868045806885,0.06925968825817108,0.6769634485244751,0.40421539545059204,0.07465657591819763,0.7183054089546204,0.42489147186279297,0.0825071781873703,0.7149627804756165,0.47044265270233154,0.013697328045964241,0.8088459968566895,0.47960174083709717,0.04645611718297005,0.7852115035057068,0.5204854607582092,0.08392904698848724,0.747036337852478,0.5330083966255188,0.10576176643371582,0.7454364895820618,0.5823587775230408,-0.013054641894996166,0.826729416847229,0.5812952518463135,0.02447781153023243,0.800773561000824,0.611382782459259,0.06383508443832397,0.7639399170875549,0.627570390701294,0.08526921272277832,0.762825608253479,0.701418936252594,-0.02928071655333042,0.8241258859634399,0.6834402084350586,0.015300503000617027,0.7960131168365479,0.7087915539741516,0.055326126515865326,0.7615508437156677,0.720260739326477,0.0734824389219284,0.7709116339683533,0.8128260374069214,-0.04205429553985596,0.8081884980201721,0.7788131833076477,0.0017020761733874679,0.7805063724517822,0.7969308495521545,0.03555882349610329,0.7516765594482422,0.81210857629776,0.05479595065116882
